PAR19CD,PAR19NM,PAR19NMW,LAD19CD,LAD19NM,FID
E04004380,Stroud,,E07000082,Stroud,4713
E04004434,Gretton,,E07000083,Tewkesbury,4714
E04004334,Gorsley and Kilcot,,E07000080,Forest of Dean,4715
E04004381,Brimscombe and Thrupp,,E07000082,Stroud,4716
E04004435,Ashchurch Rural,,E07000083,Tewkesbury,4717
E04004335,Quedgeley,,E07000081,Gloucester,4718
E04004382,Uley,,E07000082,Stroud,4719
E04004436,Northway,,E07000083,Tewkesbury,4720
E04004336,Alderley,,E07000082,Stroud,4721
E04004383,Upton St. Leonards,,E07000082,Stroud,4722
E04004437,Wheatpieces,,E07000083,Tewkesbury,4723
E04004337,Alkington,,E07000082,Stroud,4724
E04004384,Whiteshill and Ruscombe,,E07000082,Stroud,4725
E04004438,Ashford Hill with Headley,,E07000084,Basingstoke and Deane,4726
E04004338,Arlingham,,E07000082,Stroud,4727
E04004385,Whitminster,,E07000082,Stroud,4728
E04004439,Ashmansworth,,E07000084,Basingstoke and Deane,4729
E04004339,Berkeley,,E07000082,Stroud,4730
E04004386,Woodchester,,E07000082,Stroud,4731
E04004440,Baughurst,,E07000084,Basingstoke and Deane,4732
E04004441,Bradley,,E07000084,Basingstoke and Deane,4733
E04004442,Bramley,,E07000084,Basingstoke and Deane,4734
E04004443,Burghclere,,E07000084,Basingstoke and Deane,4735
E04004444,Candovers,,E07000084,Basingstoke and Deane,4736
E04004445,Chineham,,E07000084,Basingstoke and Deane,4737
E04004446,Cliddesden,,E07000084,Basingstoke and Deane,4738
E04004447,Deane,,E07000084,Basingstoke and Deane,4739
E04004448,Dummer,,E07000084,Basingstoke and Deane,4740
E04004449,East Woodhay,,E07000084,Basingstoke and Deane,4741
E04004450,"Ecchinswell, Sydmonton and Bishops Green",,E07000084,Basingstoke and Deane,4742
E04004451,Ellisfield,,E07000084,Basingstoke and Deane,4743
E04004452,Farleigh Wallop,,E07000084,Basingstoke and Deane,4744
E04004453,Hannington,,E07000084,Basingstoke and Deane,4745
E04004454,Hartley Wespall,,E07000084,Basingstoke and Deane,4746
E04004455,Herriard,,E07000084,Basingstoke and Deane,4747
E04004456,Highclere,,E07000084,Basingstoke and Deane,4748
E04004457,Hurstbourne Priors,,E07000084,Basingstoke and Deane,4749
E04004458,Kingsclere,,E07000084,Basingstoke and Deane,4750
E04004459,Laverstoke,,E07000084,Basingstoke and Deane,4751
E04004460,Litchfield and Woodcott,,E07000084,Basingstoke and Deane,4752
E04004461,Mapledurwell and Up Nately,,E07000084,Basingstoke and Deane,4753
E04004340,Bisley-with-Lypiatt,,E07000082,Stroud,4754
E04004341,Brookthorpe-with-Whaddon,,E07000082,Stroud,4755
E04004342,Cainscross,,E07000082,Stroud,4756
E04004343,Cam,,E07000082,Stroud,4757
E04004344,Chalford,,E07000082,Stroud,4758
E04004345,Coaley,,E07000082,Stroud,4759
E04004346,Cranham,,E07000082,Stroud,4760
E04004347,Dursley,,E07000082,Stroud,4761
E04004348,Eastington,,E07000082,Stroud,4762
E04004349,Elmore,,E07000082,Stroud,4763
E04004350,Frampton on Severn,,E07000082,Stroud,4764
E04004351,Fretherne with Saul,,E07000082,Stroud,4765
E04004352,Frocester,,E07000082,Stroud,4766
E04004353,Ham and Stone,,E07000082,Stroud,4767
E04004354,Hamfallow,,E07000082,Stroud,4768
E04004355,Hardwicke,,E07000082,Stroud,4769
E04004356,Harescombe,,E07000082,Stroud,4770
E04004357,Haresfield,,E07000082,Stroud,4771
E04004358,Hillesley and Tresham,,E07000082,Stroud,4772
E04004359,Hinton,,E07000082,Stroud,4773
E04004360,Horsley,,E07000082,Stroud,4774
E04004361,King's Stanley,,E07000082,Stroud,4775
E04004387,Wotton-under-Edge,,E07000082,Stroud,4776
E04004388,Alderton,,E07000083,Tewkesbury,4777
E04004389,Ashleworth,,E07000083,Tewkesbury,4778
E04004390,Badgeworth,,E07000083,Tewkesbury,4779
E04004391,Bishop's Cleeve,,E07000083,Tewkesbury,4780
E04004392,Boddington,,E07000083,Tewkesbury,4781
E04004393,Brockworth,,E07000083,Tewkesbury,4782
E04004394,Buckland,,E07000083,Tewkesbury,4783
E04004395,Chaceley,,E07000083,Tewkesbury,4784
E04004396,Churchdown,,E07000083,Tewkesbury,4785
E04004397,Deerhurst,,E07000083,Tewkesbury,4786
E04004398,Down Hatherley,,E07000083,Tewkesbury,4787
E04004399,Dumbleton,,E07000083,Tewkesbury,4788
E04004400,Elmstone Hardwicke,,E07000083,Tewkesbury,4789
E04004401,Forthampton,,E07000083,Tewkesbury,4790
E04004402,Gotherington,,E07000083,Tewkesbury,4791
E04004403,Great Witcombe,,E07000083,Tewkesbury,4792
E04004404,Hasfield,,E07000083,Tewkesbury,4793
E04004405,Hawling,,E07000083,Tewkesbury,4794
E04004406,Highnam,,E07000083,Tewkesbury,4795
E04004407,Hucclecote,,E07000083,Tewkesbury,4796
E04004408,Innsworth,,E07000083,Tewkesbury,4797
E04004409,Leigh,,E07000083,Tewkesbury,4798
E04004410,Longford,,E07000083,Tewkesbury,4799
E04004411,Maisemore,,E07000083,Tewkesbury,4800
E04004702,Great Gaddesden,,E07000096,Dacorum,4801
E04004703,Kings Langley,,E07000096,Dacorum,4802
E04004704,Little Gaddesden,,E07000096,Dacorum,4803
E04004705,Markyate,,E07000096,Dacorum,4804
E04004706,Nash Mills,,E07000096,Dacorum,4805
E04004707,Nettleden with Potten End,,E07000096,Dacorum,4806
E04004708,Northchurch,,E07000096,Dacorum,4807
E04004709,Tring,,E07000096,Dacorum,4808
E04004710,Tring Rural,,E07000096,Dacorum,4809
E04004711,Wigginton,,E07000096,Dacorum,4810
E04004762,Aldenham,,E07000098,Hertsmere,4811
E04004763,Elstree and Borehamwood,,E07000098,Hertsmere,4812
E04004764,Ridge,,E07000098,Hertsmere,4813
E04004765,Shenley,,E07000098,Hertsmere,4814
E04004766,South Mimms,,E07000098,Hertsmere,4815
E04004767,Ashwell,,E07000099,North Hertfordshire,4816
E04004768,Barkway,,E07000099,North Hertfordshire,4817
E04004769,Barley,,E07000099,North Hertfordshire,4818
E04004770,Bygrave,,E07000099,North Hertfordshire,4819
E04004771,Caldecote,,E07000099,North Hertfordshire,4820
E04004772,Clothall,,E07000099,North Hertfordshire,4821
E04004773,Codicote,,E07000099,North Hertfordshire,4822
E04004775,Hexton,,E07000099,North Hertfordshire,4823
E04004776,Hinxworth,,E07000099,North Hertfordshire,4824
E04004777,Holwell,,E07000099,North Hertfordshire,4825
E04004778,Ickleford,,E07000099,North Hertfordshire,4826
E04004779,St Ippolyts,,E07000099,North Hertfordshire,4827
E04004780,Kelshall,,E07000099,North Hertfordshire,4828
E04004781,Kimpton,,E07000099,North Hertfordshire,4829
E04004782,King's Walden,,E07000099,North Hertfordshire,4830
E04004783,Knebworth,,E07000099,North Hertfordshire,4831
E04004784,Langley,,E07000099,North Hertfordshire,4832
E04004785,Lilley,,E07000099,North Hertfordshire,4833
E04004786,Newnham,,E07000099,North Hertfordshire,4834
E04004787,Nuthampstead,,E07000099,North Hertfordshire,4835
E04004788,Offley,,E07000099,North Hertfordshire,4836
E04004789,Pirton,,E07000099,North Hertfordshire,4837
E04004790,Preston,,E07000099,North Hertfordshire,4838
E04004791,Radwell,,E07000099,North Hertfordshire,4839
E04004792,Reed,,E07000099,North Hertfordshire,4840
E04004793,Royston,,E07000099,North Hertfordshire,4841
E04004794,Rushden,,E07000099,North Hertfordshire,4842
E04004795,St Paul's Walden,,E07000099,North Hertfordshire,4843
E04004796,Sandon,,E07000099,North Hertfordshire,4844
E04004797,Therfield,,E07000099,North Hertfordshire,4845
E04004798,Wallington,,E07000099,North Hertfordshire,4846
E04004800,Wymondley,,E07000099,North Hertfordshire,4847
E04012200,Graveley,,E07000099,North Hertfordshire,4848
E04012228,Great Ashby,,E07000099,North Hertfordshire,4849
E04012229,Weston,,E07000099,North Hertfordshire,4850
E04004653,Bishops Waltham,,E07000094,Winchester,4851
E04004654,Boarhunt,,E07000094,Winchester,4852
E04004655,Bramdean and Hinton Ampner,,E07000094,Winchester,4853
E04004656,Cheriton,,E07000094,Winchester,4854
E04004657,Chilcomb,,E07000094,Winchester,4855
E04004658,Colden Common,,E07000094,Winchester,4856
E04004659,Compton and Shawford,,E07000094,Winchester,4857
E04004660,Corhampton and Meonstoke,,E07000094,Winchester,4858
E04004661,Crawley,,E07000094,Winchester,4859
E04004662,Curdridge,,E07000094,Winchester,4860
E04004664,Droxford,,E07000094,Winchester,4861
E04004665,Durley,,E07000094,Winchester,4862
E04004666,Exton,,E07000094,Winchester,4863
E04004667,Hambledon,,E07000094,Winchester,4864
E04004668,Headbourne Worthy,,E07000094,Winchester,4865
E04004669,Hursley,,E07000094,Winchester,4866
E04004670,Itchen Stoke and Ovington,,E07000094,Winchester,4867
E04004671,Itchen Valley,,E07000094,Winchester,4868
E04004672,Kilmiston,,E07000094,Winchester,4869
E04004673,Kings Worthy,,E07000094,Winchester,4870
E04004674,Littleton and Harestock,,E07000094,Winchester,4871
E04004675,Micheldever,,E07000094,Winchester,4872
E04004676,New Alresford,,E07000094,Winchester,4873
E04004677,Northington,,E07000094,Winchester,4874
E04004678,Old Alresford,,E07000094,Winchester,4875
E04004679,Olivers Battery,,E07000094,Winchester,4876
E04004680,Otterbourne,,E07000094,Winchester,4877
E04004681,Owslebury,,E07000094,Winchester,4878
E04004554,Ashurst and Colbury,,E07000091,New Forest,4879
E04004682,Shedfield,,E07000094,Winchester,4880
E04004683,Soberton,,E07000094,Winchester,4881
E04004685,South Wonston,,E07000094,Winchester,4882
E04004686,Sparsholt,,E07000094,Winchester,4883
E04004687,Swanmore,,E07000094,Winchester,4884
E04004688,Tichborne,,E07000094,Winchester,4885
E04004689,Twyford,,E07000094,Winchester,4886
E04004690,Upham,,E07000094,Winchester,4887
E04004691,Warnford,,E07000094,Winchester,4888
E04004692,West Meon,,E07000094,Winchester,4889
E04004693,Wickham,,E07000094,Winchester,4890
E04004694,Wonston,,E07000094,Winchester,4891
E04004695,Whiteley,,E07000094,Winchester,4892
E04012911,Denmead,,E07000094,Winchester,4893
E04012912,Newlands,,E07000094,Winchester,4894
E04012913,Southwick and Widley,,E07000094,Winchester,4895
E04004696,Aldbury,,E07000096,Dacorum,4896
E04004697,Berkhamsted,,E07000096,Dacorum,4897
E04004698,Bovingdon,,E07000096,Dacorum,4898
E04004699,Chipperfield,,E07000096,Dacorum,4899
E04004700,Flamstead,,E07000096,Dacorum,4900
E04004701,Flaunden,,E07000096,Dacorum,4901
E04004614,Hurstbourne Tarrant,,E07000093,Test Valley,4902
E04004511,Langrish,,E07000085,East Hampshire,4903
E04004462,Monk Sherborne,,E07000084,Basingstoke and Deane,4904
E04004811,Abbots Langley,,E07000102,Three Rivers,4905
E04004615,Kimpton,,E07000093,Test Valley,4906
E04004555,Beaulieu,,E07000091,New Forest,4907
E04004463,Mortimer West End,,E07000084,Basingstoke and Deane,4908
E04004616,Kings Somborne,,E07000093,Test Valley,4909
E04004512,Lasham,,E07000085,East Hampshire,4910
E04004556,Boldre,,E07000091,New Forest,4911
E04004464,Newnham,,E07000084,Basingstoke and Deane,4912
E04004617,Leckford,,E07000093,Test Valley,4913
E04004513,Lindford,,E07000085,East Hampshire,4914
E04004557,Bramshaw,,E07000091,New Forest,4915
E04004465,Newtown,,E07000084,Basingstoke and Deane,4916
E04004618,Linkenholt,,E07000093,Test Valley,4917
E04004514,Liss,,E07000085,East Hampshire,4918
E04004558,Bransgore,,E07000091,New Forest,4919
E04004466,North Waltham,,E07000084,Basingstoke and Deane,4920
E04004619,Little Somborne,,E07000093,Test Valley,4921
E04004515,Medstead,,E07000085,East Hampshire,4922
E04004560,Brockenhurst,,E07000091,New Forest,4923
E04004467,Nutley,,E07000084,Basingstoke and Deane,4924
E04004620,Lockerley,,E07000093,Test Valley,4925
E04004516,Newton Valence,,E07000085,East Hampshire,4926
E04004561,Burley,,E07000091,New Forest,4927
E04004468,Oakley,,E07000084,Basingstoke and Deane,4928
E04004812,Chorleywood,,E07000102,Three Rivers,4929
E04004622,Longstock,,E07000093,Test Valley,4930
E04004518,Ropley,,E07000085,East Hampshire,4931
E04004866,Adisham,,E07000106,Canterbury,4932
E04004562,Copythorne,,E07000091,New Forest,4933
E04004563,Damerham,,E07000091,New Forest,4934
E04004564,Denny Lodge,,E07000091,New Forest,4935
E04004565,East Boldre,,E07000091,New Forest,4936
E04004566,"Ellingham, Harbridge and Ibsley",,E07000091,New Forest,4937
E04004567,Exbury and Lepe,,E07000091,New Forest,4938
E04004568,Fawley,,E07000091,New Forest,4939
E04004570,Hale,,E07000091,New Forest,4940
E04004571,Hordle,,E07000091,New Forest,4941
E04004572,Hyde,,E07000091,New Forest,4942
E04004573,Hythe and Dibden,,E07000091,New Forest,4943
E04004574,Lymington and Pennington,,E07000091,New Forest,4944
E04004575,Lyndhurst,,E07000091,New Forest,4945
E04004576,Marchwood,,E07000091,New Forest,4946
E04004577,Martin,,E07000091,New Forest,4947
E04004578,Milford-on-sea,,E07000091,New Forest,4948
E04004579,Minstead,,E07000091,New Forest,4949
E04004580,Netley Marsh,,E07000091,New Forest,4950
E04004581,New Milton,,E07000091,New Forest,4951
E04004582,Ringwood,,E07000091,New Forest,4952
E04004583,Rockbourne,,E07000091,New Forest,4953
E04004584,Sandleheath,,E07000091,New Forest,4954
E04004585,Sopley,,E07000091,New Forest,4955
E04004586,Sway,,E07000091,New Forest,4956
E04004587,Totton and Eling,,E07000091,New Forest,4957
E04004588,Whitsbury,,E07000091,New Forest,4958
E04004589,Woodgreen,,E07000091,New Forest,4959
E04012144,Breamore,,E07000091,New Forest,4960
E04012145,Fordingbridge,,E07000091,New Forest,4961
E04012146,Godshill,,E07000091,New Forest,4962
E04004593,Amport,,E07000093,Test Valley,4963
E04004595,Ashley,,E07000093,Test Valley,4964
E04004598,Bossington,,E07000093,Test Valley,4965
E04004600,Broughton,,E07000093,Test Valley,4966
E04004601,Buckholt,,E07000093,Test Valley,4967
E04004602,Bullington,,E07000093,Test Valley,4968
E04004604,Chilbolton,,E07000093,Test Valley,4969
E04004606,East Dean,,E07000093,Test Valley,4970
E04004607,East Tytherley,,E07000093,Test Valley,4971
E04004608,Faccombe,,E07000093,Test Valley,4972
E04004609,Frenchmoor,,E07000093,Test Valley,4973
E04004610,Fyfield,,E07000093,Test Valley,4974
E04004613,Houghton,,E07000093,Test Valley,4975
E04004469,Old Basing and Lychpit,,E07000084,Basingstoke and Deane,4976
E04004867,Barham,,E07000106,Canterbury,4977
E04004624,Michelmersh and Timsbury,,E07000093,Test Valley,4978
E04004814,Sarratt,,E07000102,Three Rivers,4979
E04004470,Overton,,E07000084,Basingstoke and Deane,4980
E04004519,Rowlands Castle,,E07000085,East Hampshire,4981
E04004869,Bishopsbourne,,E07000106,Canterbury,4982
E04004625,Monxton,,E07000093,Test Valley,4983
E04004815,Watford Rural,,E07000102,Three Rivers,4984
E04004471,Pamber,,E07000084,Basingstoke and Deane,4985
E04004520,Selborne,,E07000085,East Hampshire,4986
E04004871,Chartham,,E07000106,Canterbury,4987
E04004626,Mottisfont,,E07000093,Test Valley,4988
E04012293,Croxley Green,,E07000102,Three Rivers,4989
E04004472,Popham,,E07000084,Basingstoke and Deane,4990
E04004521,Shalden,,E07000085,East Hampshire,4991
E04004874,Fordwich,,E07000106,Canterbury,4992
E04004629,Nursling and Rownhams,,E07000093,Test Valley,4993
E04012658,Batchworth,,E07000102,Three Rivers,4994
E04004473,Preston Candover,,E07000084,Basingstoke and Deane,4995
E04004522,Steep,,E07000085,East Hampshire,4996
E04004875,Hackington,,E07000106,Canterbury,4997
E04004632,Penton Mewsey,,E07000093,Test Valley,4998
E04004824,Aldington,,E07000105,Ashford,4999
E04004476,Silchester,,E07000084,Basingstoke and Deane,5000
E04002440,Wythop,,E07000026,Allerdale,3001
E04002441,"Lands common to Holme Abbey, Holme Low and Holme St Cuthbert",,E07000026,Allerdale,3002
E04012984,Keswick,,E07000026,Allerdale,3003
E04012985,St John's Castlerigg and Wythburn,,E07000026,Allerdale,3004
E04012986,Underskiddaw,,E07000026,Allerdale,3005
E04002442,Askam and Ireleth,,E07000027,Barrow-in-Furness,3006
E04002443,Dalton Town with Newton,,E07000027,Barrow-in-Furness,3007
E04002444,Lindal and Marton,,E07000027,Barrow-in-Furness,3008
E04002445,Arthuret,,E07000028,Carlisle,3009
E04002446,Askerton,,E07000028,Carlisle,3010
E04002447,Beaumont,,E07000028,Carlisle,3011
E04002448,Bewcastle,,E07000028,Carlisle,3012
E04002449,Brampton,,E07000028,Carlisle,3013
E04002450,Burgh by Sands,,E07000028,Carlisle,3014
E04002451,Burtholme,,E07000028,Carlisle,3015
E04002452,Carlatton,,E07000028,Carlisle,3016
E04002453,Castle Carrock,,E07000028,Carlisle,3017
E04002454,Cummersdale,,E07000028,Carlisle,3018
E04002455,Cumrew,,E07000028,Carlisle,3019
E04002456,Cumwhitton,,E07000028,Carlisle,3020
E04001654,Woodditton,,E07000009,East Cambridgeshire,3021
E04001596,Ellesborough,,E07000007,Wycombe,3022
E04012737,South Trumpington,,E07000012,South Cambridgeshire,3023
E04001706,Great Staughton,,E07000011,Huntingdonshire,3024
E04001597,Fawley,,E07000007,Wycombe,3025
E04012828,Downham,,E07000009,East Cambridgeshire,3026
E04001807,Horningsea,,E07000012,South Cambridgeshire,3027
E04012746,Cambourne,,E07000012,South Cambridgeshire,3028
E04001707,Haddon,,E07000011,Huntingdonshire,3029
E04001598,Great and Little Hampden,,E07000007,Wycombe,3030
E04012829,Ely,,E07000009,East Cambridgeshire,3031
E04001808,Horseheath,,E07000012,South Cambridgeshire,3032
E04012747,Caxton,,E07000012,South Cambridgeshire,3033
E04001712,Hilton,,E07000011,Huntingdonshire,3034
E04001599,Great and Little Kimble cum Marsh,,E07000007,Wycombe,3035
E04012830,Haddenham,,E07000009,East Cambridgeshire,3036
E04001809,Ickleton,,E07000012,South Cambridgeshire,3037
E04012748,Elsworth,,E07000012,South Cambridgeshire,3038
E04001713,Holme,,E07000011,Huntingdonshire,3039
E04001600,Great Marlow,,E07000007,Wycombe,3040
E04012831,Mepal,,E07000009,East Cambridgeshire,3041
E04001811,Kingston,,E07000012,South Cambridgeshire,3042
E04012749,Over,,E07000012,South Cambridgeshire,3043
E04001718,Kings Ripton,,E07000011,Huntingdonshire,3044
E04001719,Leighton,,E07000011,Huntingdonshire,3045
E04001720,Little Gidding,,E07000011,Huntingdonshire,3046
E04001722,Morborne,,E07000011,Huntingdonshire,3047
E04001726,Old Weston,,E07000011,Huntingdonshire,3048
E04001727,Perry,,E07000011,Huntingdonshire,3049
E04001733,Sawtry,,E07000011,Huntingdonshire,3050
E04001734,Sibson-cum-Stibbington,,E07000011,Huntingdonshire,3051
E04001736,Southoe and Midloe,,E07000011,Huntingdonshire,3052
E04001739,Stilton,,E07000011,Huntingdonshire,3053
E04001743,Tilbrook,,E07000011,Huntingdonshire,3054
E04001744,Toseland,,E07000011,Huntingdonshire,3055
E04001745,Upton and Coppingford,,E07000011,Huntingdonshire,3056
E04001746,Upwood and the Raveleys,,E07000011,Huntingdonshire,3057
E04001749,Water Newton,,E07000011,Huntingdonshire,3058
E04001750,Winwick,,E07000011,Huntingdonshire,3059
E04001754,Yaxley,,E07000011,Huntingdonshire,3060
E04001755,Yelling,,E07000011,Huntingdonshire,3061
E04012014,Hamerton and Steeple Gidding,,E07000011,Huntingdonshire,3062
E04012015,Offord Cluny and Offord D'Arcy,,E07000011,Huntingdonshire,3063
E04012016,Waresley-cum-Tetworth,,E07000011,Huntingdonshire,3064
E04012017,Wyton-on-the-Hill,,E07000011,Huntingdonshire,3065
E04012018,Abbotsley,,E07000011,Huntingdonshire,3066
E04012019,Abbots Ripton,,E07000011,Huntingdonshire,3067
E04012020,Alconbury,,E07000011,Huntingdonshire,3068
E04012021,Buckden,,E07000011,Huntingdonshire,3069
E04012022,Bury,,E07000011,Huntingdonshire,3070
E04012023,Ellington,,E07000011,Huntingdonshire,3071
E04012024,Fenstanton,,E07000011,Huntingdonshire,3072
E04012025,Hail Weston,,E07000011,Huntingdonshire,3073
E04012026,Hemingford Abbots,,E07000011,Huntingdonshire,3074
E04012750,Willingham,,E07000012,South Cambridgeshire,3075
E04012832,Sutton,,E07000009,East Cambridgeshire,3076
E04001601,Hambleden,,E07000007,Wycombe,3077
E04002379,Above Derwent,,E07000026,Allerdale,3078
E04012833,Wentworth,,E07000009,East Cambridgeshire,3079
E04001602,Hazlemere,,E07000007,Wycombe,3080
E04002380,Aikton,,E07000026,Allerdale,3081
E04012834,Wilburton,,E07000009,East Cambridgeshire,3082
E04001603,Hedsor,,E07000007,Wycombe,3083
E04002381,Allhallows,,E07000026,Allerdale,3084
E04001812,Knapwell,,E07000012,South Cambridgeshire,3085
E04012835,Witcham,,E07000009,East Cambridgeshire,3086
E04001605,Ibstone,,E07000007,Wycombe,3087
E04002382,Allonby,,E07000026,Allerdale,3088
E04001813,Landbeach,,E07000012,South Cambridgeshire,3089
E04012836,Witchford,,E07000009,East Cambridgeshire,3090
E04001607,Lane End,,E07000007,Wycombe,3091
E04002383,Aspatria,,E07000026,Allerdale,3092
E04001814,Linton,,E07000012,South Cambridgeshire,3093
E04001655,Benwick,,E07000010,Fenland,3094
E04001608,Little Marlow,,E07000007,Wycombe,3095
E04002384,Bassenthwaite,,E07000026,Allerdale,3096
E04001815,Litlington,,E07000012,South Cambridgeshire,3097
E04001657,Doddington,,E07000010,Fenland,3098
E04001609,Longwick-cum-Ilmer,,E07000007,Wycombe,3099
E04002385,Bewaldeth and Snittlegarth,,E07000026,Allerdale,3100
E04001816,Little Abington,,E07000012,South Cambridgeshire,3101
E04001658,Elm,,E07000010,Fenland,3102
E04001610,Marlow,,E07000007,Wycombe,3103
E04002386,Blennerhasset and Torpenhow,,E07000026,Allerdale,3104
E04001817,Little Eversden,,E07000012,South Cambridgeshire,3105
E04001659,Leverington,,E07000010,Fenland,3106
E04001611,Medmenham,,E07000007,Wycombe,3107
E04002387,Blindbothel,,E07000026,Allerdale,3108
E04002388,Blindcrake,,E07000026,Allerdale,3109
E04002389,Boltons,,E07000026,Allerdale,3110
E04002390,Borrowdale,,E07000026,Allerdale,3111
E04002391,Bothel and Threapland,,E07000026,Allerdale,3112
E04002392,Bowness,,E07000026,Allerdale,3113
E04002393,Bridekirk,,E07000026,Allerdale,3114
E04002394,Brigham,,E07000026,Allerdale,3115
E04002395,Bromfield,,E07000026,Allerdale,3116
E04002396,Broughton,,E07000026,Allerdale,3117
E04002397,Broughton Moor,,E07000026,Allerdale,3118
E04002398,Buttermere,,E07000026,Allerdale,3119
E04002399,Caldbeck,,E07000026,Allerdale,3120
E04002400,Camerton,,E07000026,Allerdale,3121
E04002401,Cockermouth,,E07000026,Allerdale,3122
E04002402,Crosscanonby,,E07000026,Allerdale,3123
E04002403,Dean,,E07000026,Allerdale,3124
E04002404,Dearham,,E07000026,Allerdale,3125
E04002405,Dundraw,,E07000026,Allerdale,3126
E04002406,Embleton,,E07000026,Allerdale,3127
E04001612,Piddington and Wheeler End,,E07000007,Wycombe,3128
E04001613,Princes Risborough,,E07000007,Wycombe,3129
E04001614,Radnage,,E07000007,Wycombe,3130
E04001615,Stokenchurch,,E07000007,Wycombe,3131
E04001616,Turville,,E07000007,Wycombe,3132
E04001617,West Wycombe,,E07000007,Wycombe,3133
E04001618,Wooburn,,E07000007,Wycombe,3134
E04001619,Marlow Bottom,,E07000007,Wycombe,3135
E04012607,Hughenden,,E07000007,Wycombe,3136
E04012608,Lacey Green,,E07000007,Wycombe,3137
E04001620,Ashley,,E07000009,East Cambridgeshire,3138
E04001621,Bottisham,,E07000009,East Cambridgeshire,3139
E04001622,Brinkley,,E07000009,East Cambridgeshire,3140
E04001623,Burrough Green,,E07000009,East Cambridgeshire,3141
E04001624,Burwell,,E07000009,East Cambridgeshire,3142
E04001625,Cheveley,,E07000009,East Cambridgeshire,3143
E04001626,Chippenham,,E07000009,East Cambridgeshire,3144
E04001627,Coveney,,E07000009,East Cambridgeshire,3145
E04001629,Dullingham,,E07000009,East Cambridgeshire,3146
E04001631,Fordham,,E07000009,East Cambridgeshire,3147
E04001633,Isleham,,E07000009,East Cambridgeshire,3148
E04001634,Kennett,,E07000009,East Cambridgeshire,3149
E04001635,Kirtling,,E07000009,East Cambridgeshire,3150
E04001661,March,,E07000010,Fenland,3151
E04001662,Newton-in-the-Isle,,E07000010,Fenland,3152
E04001663,Parson Drove,,E07000010,Fenland,3153
E04001664,Tydd St. Giles,,E07000010,Fenland,3154
E04001665,Christchurch,,E07000010,Fenland,3155
E04001666,Whittlesey,,E07000010,Fenland,3156
E04001667,Wimblington,,E07000010,Fenland,3157
E04001668,Wisbech,,E07000010,Fenland,3158
E04001669,Wisbech St. Mary,,E07000010,Fenland,3159
E04001670,Gorefield,,E07000010,Fenland,3160
E04012516,Chatteris,,E07000010,Fenland,3161
E04012517,Manea,,E07000010,Fenland,3162
E04001674,Alconbury Weston,,E07000011,Huntingdonshire,3163
E04001675,Alwalton,,E07000011,Huntingdonshire,3164
E04001676,Barham and Woolley,,E07000011,Huntingdonshire,3165
E04001818,Little Gransden,,E07000012,South Cambridgeshire,3166
E04001677,Bluntisham,,E07000011,Huntingdonshire,3167
E04001819,Little Shelford,,E07000012,South Cambridgeshire,3168
E04001678,Brampton,,E07000011,Huntingdonshire,3169
E04001820,Little Wilbraham,,E07000012,South Cambridgeshire,3170
E04001679,Brington and Molesworth,,E07000011,Huntingdonshire,3171
E04001821,Lolworth,,E07000012,South Cambridgeshire,3172
E04001680,Broughton,,E07000011,Huntingdonshire,3173
E04001682,Buckworth,,E07000011,Huntingdonshire,3174
E04001684,Bythorn and Keyston,,E07000011,Huntingdonshire,3175
E04001685,Catworth,,E07000011,Huntingdonshire,3176
E04001686,Chesterton,,E07000011,Huntingdonshire,3177
E04001687,Colne,,E07000011,Huntingdonshire,3178
E04001822,Longstanton,,E07000012,South Cambridgeshire,3179
E04001823,Longstowe,,E07000012,South Cambridgeshire,3180
E04001824,Madingley,,E07000012,South Cambridgeshire,3181
E04001825,Melbourn,,E07000012,South Cambridgeshire,3182
E04001826,Meldreth,,E07000012,South Cambridgeshire,3183
E04001828,Newton,,E07000012,South Cambridgeshire,3184
E04001829,Oakington and Westwick,,E07000012,South Cambridgeshire,3185
E04001830,Orwell,,E07000012,South Cambridgeshire,3186
E04001832,Pampisford,,E07000012,South Cambridgeshire,3187
E04001833,Papworth Everard,,E07000012,South Cambridgeshire,3188
E04001834,Papworth St. Agnes,,E07000012,South Cambridgeshire,3189
E04001835,Rampton,,E07000012,South Cambridgeshire,3190
E04001836,Sawston,,E07000012,South Cambridgeshire,3191
E04001837,Shepreth,,E07000012,South Cambridgeshire,3192
E04001838,Shingay cum Wendy,,E07000012,South Cambridgeshire,3193
E04001839,Shudy Camps,,E07000012,South Cambridgeshire,3194
E04001840,Stapleford,,E07000012,South Cambridgeshire,3195
E04001841,Steeple Morden,,E07000012,South Cambridgeshire,3196
E04001842,Stow cum Quy,,E07000012,South Cambridgeshire,3197
E04001843,Swavesey,,E07000012,South Cambridgeshire,3198
E04001844,Tadlow,,E07000012,South Cambridgeshire,3199
E04001845,Teversham,,E07000012,South Cambridgeshire,3200
E04002710,Tibshelf,,E07000033,Bolsover,3201
E04012163,Hodthorpe and Belph,,E07000033,Bolsover,3202
E04012401,Elmton with Creswell,,E07000033,Bolsover,3203
E04012402,Whitwell,,E07000033,Bolsover,3204
E04012451,Langwith,,E07000033,Bolsover,3205
E04012452,Scarcliffe,,E07000033,Bolsover,3206
E04002712,Brimington,,E07000034,Chesterfield,3207
E04002713,Staveley,,E07000034,Chesterfield,3208
